Panel,Efficiency,Degradation,Power(W),solar_irradiance,temperature,humidity,wind_speed,cloud_cover,panel_age,panel_tilt_angle,latitude,longitude,output_category
Panel_A,19.26,0.24,239,780.7957806,35.86892501,69.76477841,9.539628349,56.45990868,12,20,43.37425959,-95.45224356,low
Panel_A,13.26,0.98,341,627.1793601,14.53046781,62.37086628,11.49387458,62.34900999,3,50,41.8670498,-123.0707337,medium
Panel_C,15.27,0.17,292,902.2973432,10.23629648,61.95581081,8.186728577,35.42460594,12,30,27.04449584,-114.0955036,medium
Panel_B,11.45,0.85,376,772.6503093,11.71502047,35.03120497,8.997055901,11.6540927,4,40,29.94833686,-67.82357582,high
Panel_A,17.83,0.11,381,425.1033663,17.98798694,56.51939683,4.503633045,9.681357586,0,50,42.68632748,-90.39582819,medium
Panel_A,17.1,0.29,320,461.7097434,19.35149287,68.58878824,3.395403398,18.64550963,12,30,34.67600167,-82.3999125,medium
Panel_A,13.24,0.74,210,464.6524388,17.97947911,78.86052145,2.576362191,27.950656,24,50,26.85936583,-100.7144385,medium
Panel_B,13.51,0.63,280,511.3970073,29.48783556,84.94038554,0.717069325,25.41641786,2,50,44.04902213,-84.21816341,medium
Panel_A,17.16,0.91,282,255.1352046,12.64250387,31.13789467,3.414992623,9.506266614,12,50,41.02172299,-88.92697611,low
Panel_B,14.88,0.27,218,206.5360916,19.19711236,13.1815142,2.813047586,17.45766761,0,30,41.76969299,-112.8169486,low
Panel_C,10.82,0.92,335,247.4236657,13.86859096,21.5916743,3.277951813,78.80073402,7,20,40.28086183,-71.73690765,low
Panel_A,15.98,0.81,350,439.8464163,19.00016245,15.2039387,11.26427257,74.83186839,16,20,33.06341452,-95.70817653,medium
Panel_A,10.02,0.98,368,639.9114349,26.09730496,43.77579038,9.057616142,27.85271116,3,30,45.79487148,-113.3425213,medium
Panel_A,12.79,0.83,392,220.2050883,13.59735704,70.0624713,9.412093867,88.0097463,9,10,33.19194668,-88.45625373,low
Panel_A,19.06,0.78,216,927.9667507,21.17318135,64.92701407,1.304111402,67.2567205,5,30,35.56136424,-99.019053,medium
Panel_C,18.47,0.68,315,407.3869573,16.20540246,50.12803357,12.41683928,88.88801625,0,30,46.48573663,-65.4245473,medium
Panel_C,15.52,0.87,339,805.8092687,37.88576362,57.91005071,11.12076463,40.61920908,1,40,31.55199503,-115.3503637,low
Panel_A,10.83,0.31,339,244.576024,29.9972587,17.34659828,0.738463941,33.07408983,2,10,26.12585997,-69.57400888,low
Panel_A,19.34,0.88,260,597.0720876,25.00616699,79.72104136,12.81975575,85.67122289,12,40,30.01578003,-117.4668943,medium
Panel_C,15.53,0.67,249,312.5869905,12.79355509,72.40383191,13.1035868,60.31022986,23,40,27.90326254,-80.0436657,low
Panel_B,16.71,0.81,389,967.7739395,37.46092496,49.5831882,8.571273872,46.69684753,20,20,25.95161228,-69.63388314,low
Panel_A,19.88,0.35,372,811.7037545,30.50392635,47.76415234,11.90800692,51.20342149,18,30,34.89051688,-105.9759923,low
Panel_C,17.04,0.25,246,939.9211149,23.4689305,49.0622405,3.627193625,2.429956491,14,50,25.4897077,-89.50518076,high
Panel_A,14.76,0.78,314,603.1753372,36.51642106,13.45217406,7.869274316,75.53128409,1,20,29.5652247,-100.4714419,low
Panel_C,13.07,0.28,262,310.1963857,38.57920081,78.99239012,1.469205859,74.22556211,17,40,41.65982453,-79.98356858,low
Panel_B,17.08,0.34,344,441.5136037,19.07770378,57.89544343,11.63519816,90.12227245,16,10,33.53004277,-120.4402208,medium
Panel_B,12.5,0.53,288,897.4856408,15.32463457,70.35287363,8.260056763,75.46877495,21,20,42.45629625,-89.46700497,medium
Panel_C,14.7,0.54,221,631.514222,13.46599397,50.35462491,3.241307579,6.306340779,15,30,36.24714259,-114.4732192,medium
Panel_C,11.31,0.99,234,922.6765581,31.62034432,84.05651319,7.41220429,96.23683063,14,50,48.17697756,-87.04412516,low
Panel_A,19.08,0.22,222,631.8339315,32.54516977,64.42378567,12.97709535,32.56236184,8,40,43.61856794,-99.12120296,low
Panel_C,11.52,0.88,391,565.4043483,14.95535056,20.94304138,11.19445823,87.49207977,2,30,47.88298957,-119.4640514,medium
Panel_C,12.22,0.85,297,545.9339024,32.87489229,81.40378913,4.451950304,27.82359039,17,10,27.16843857,-108.561524,low
Panel_B,16.24,0.36,378,946.130747,34.09154474,87.78669855,13.03444859,70.22513062,17,10,35.83985387,-100.2164611,low
Panel_B,13.66,0.84,346,582.5465527,25.73703825,17.2887617,6.393871395,96.59923332,14,40,30.77846929,-81.44284809,medium
Panel_C,12.45,0.39,354,535.5717995,10.17763905,63.27991301,13.09846776,69.30235566,15,10,35.67908913,-91.27651619,medium
Panel_B,16.89,0.85,206,479.4965726,36.7294723,72.18404102,9.769105222,70.64429207,12,30,48.23722153,-91.04113541,low
Panel_A,17.49,0.19,332,451.2017523,35.3738677,32.61229946,4.771065144,17.49776647,6,20,26.42023043,-124.1940953,low
Panel_C,11.08,0.33,311,214.8313173,16.874845,58.69129399,8.262555561,63.0016887,3,20,26.08263204,-94.07451137,low
Panel_A,10.44,0.52,372,341.8416246,32.88075299,31.77175643,12.12805049,83.73259057,9,50,44.8318204,-86.68578296,low
Panel_B,10.43,0.23,227,699.1709305,17.95769719,17.95909717,3.551190031,69.66516276,14,50,47.8212161,-85.67660391,medium
Panel_B,10.31,0.86,291,263.6185673,28.9454027,74.81432603,5.211459987,5.992179572,23,10,35.38521724,-67.01304531,low
Panel_B,15.28,0.13,236,851.4229846,36.04844571,65.86232991,8.791523195,83.93149165,10,50,27.78072608,-116.1342758,low
Panel_C,14.67,0.44,345,764.8917279,28.71291265,39.48414197,7.538377378,88.23505596,13,20,26.19123392,-74.91020082,medium
Panel_C,17.83,0.21,363,690.697947,22.76480158,67.83034454,10.5478675,58.90949444,14,10,34.01707967,-105.3713165,medium
Panel_A,19.01,0.79,358,824.2506378,26.94664191,83.52593279,12.85293428,49.96691101,14,30,40.12897474,-78.56495766,medium
Panel_C,17.18,0.34,256,219.3413341,23.63179815,47.37373139,6.507079547,32.43405665,3,30,38.42879149,-121.6668618,low
Panel_C,11.93,0.81,395,693.3987858,38.83268048,67.91204356,0.22873219,84.00626268,21,30,49.12991926,-81.03970553,low
Panel_B,12.67,0.62,366,340.1315447,17.76934696,15.12800623,13.19372217,66.27162199,8,10,30.17683004,-112.0516307,low
Panel_C,14.97,0.52,338,912.6690628,29.7650233,61.97452684,8.659337939,76.34642362,17,40,26.86636744,-120.1224706,medium
Panel_C,13.95,0.76,300,212.4608802,29.17140073,11.50641781,6.138782366,95.75437393,7,50,41.45590329,-93.55669134,low
Panel_B,18.89,0.56,298,857.1080945,36.21169248,73.08031716,3.465475368,17.26728758,9,20,35.24004479,-112.0968739,low
Panel_A,15.05,0.66,387,612.4838784,26.99178708,37.98343357,11.68774946,46.93982265,3,40,43.69431241,-68.40662496,medium
Panel_C,17.95,0.88,341,337.3984014,35.78713459,47.95008763,9.60920217,76.72481574,21,20,30.85155616,-102.2684944,low
Panel_A,12.7,0.85,229,786.0320202,16.4191214,38.38367877,6.836313239,9.927396878,10,20,26.30938797,-72.44055362,high
Panel_B,15.1,0.32,300,651.7640335,14.67591181,22.06795988,9.523007,51.13479635,15,30,44.32161591,-122.9033571,medium
Panel_C,17.53,0.49,343,683.4794082,11.55072851,54.82506973,5.283251518,64.76774415,14,10,32.16695639,-89.12460488,medium
Panel_A,11.17,0.86,323,434.421778,10.21406212,26.07335932,0.439559163,59.91379327,23,50,39.3293224,-80.14299763,medium
Panel_A,15.57,0.96,221,543.711327,12.76182597,63.13490516,11.57500641,57.58849729,11,50,41.09549071,-87.40381698,medium
Panel_A,13.39,0.88,252,792.2511274,11.84372809,36.5519895,11.51603336,62.64128692,2,50,31.06580591,-95.77757358,medium
Panel_A,14.34,0.23,262,804.1378248,14.12914187,81.24302776,1.444790739,54.69524691,21,10,42.45345482,-121.6412708,medium
Panel_A,16.74,0.6,329,777.206777,27.96326794,49.56916602,14.11069318,76.29254804,3,20,32.62275179,-90.7202695,medium
Panel_B,13.98,0.99,278,498.2345548,10.97322956,55.84399352,7.807580948,35.49061195,15,30,34.23332872,-91.38063394,medium
Panel_B,15.1,0.42,289,932.7792315,36.53207504,23.09079496,0.476146212,79.92388153,8,40,41.8347353,-117.5640785,low
Panel_C,13.3,0.12,254,212.9703266,34.79206888,28.76016523,7.089553821,72.26425568,1,40,48.84967818,-117.8326894,low
Panel_B,19.07,0.9,212,835.1263943,16.38715005,58.54100175,10.96147677,57.0512418,20,50,48.65149089,-89.10356893,medium
Panel_B,16.67,0.96,326,328.8156146,16.38539591,63.45674832,5.750491289,88.84032548,21,10,26.09434987,-68.87890013,low
Panel_B,11.95,0.59,253,285.9531154,26.74796599,40.79179137,3.102710499,41.68567825,0,20,32.94339769,-84.41839056,low
Panel_C,13.92,0.15,372,891.9078828,15.80051805,15.66422229,13.46297752,48.6513413,9,30,34.57632139,-116.1532326,medium
Panel_C,14.46,0.14,287,675.6540411,30.0801412,82.44714242,13.05492554,81.53573407,15,30,29.72431033,-107.9790388,low
Panel_A,19.77,0.73,217,560.9069101,32.17323862,57.48332749,10.77998531,41.91211169,8,30,35.04586573,-69.0189122,low
Panel_C,16.26,0.6,315,389.5083561,25.95262503,42.0027872,10.90763977,57.45409765,14,30,37.30028196,-90.87087309,low
Panel_B,10.51,0.51,361,679.3597106,15.11717555,70.45282098,12.24331175,33.77546642,16,30,31.94755098,-86.48749051,medium
Panel_B,15.24,0.66,286,855.4414539,13.95506485,25.07423001,6.389588544,42.84642373,22,20,33.29845049,-113.3301443,medium
Panel_A,10.52,0.23,204,666.0507514,10.73740048,60.76780449,0.936449069,39.81144473,10,30,25.05827139,-107.8074912,medium
Panel_C,18.91,0.3,232,201.219336,37.45398814,44.62031507,14.52513297,98.1770315,7,10,41.78316159,-107.8591171,low
Panel_A,12.29,0.48,276,648.124885,35.70779922,79.78626734,2.50601611,17.77589052,6,50,28.47759465,-117.9126898,low
Panel_C,15.64,0.2,238,396.0654531,33.9979234,33.15678172,10.86539937,93.73395172,11,50,31.53341134,-124.4123917,low
Panel_A,17.04,0.19,228,707.8786758,30.03187035,55.27775859,0.936715413,76.07353307,9,10,26.67385788,-85.84920553,low
Panel_B,19.78,0.24,338,587.9020352,22.41150348,74.39037631,0.624785695,96.79144854,7,40,37.00239179,-96.05980382,medium
Panel_B,18.01,0.92,334,749.6044449,19.67190934,27.03567986,2.066602212,25.31254111,24,50,34.32907553,-101.8928116,high
Panel_B,13.89,0.46,297,603.3722122,26.63497634,33.07308676,4.244010946,70.28836561,4,50,25.89407785,-118.7939169,medium
Panel_B,16.83,0.71,227,710.3387732,16.10886781,12.63305269,12.98509426,84.44090621,5,20,48.89342962,-72.6954972,medium
Panel_A,15.05,0.6,351,592.1002587,28.7556805,35.87606716,10.48788013,77.68090982,2,40,31.36283258,-112.6416889,medium
Panel_C,18.36,0.11,321,373.9726034,36.42890621,16.3658905,5.698047721,38.23958196,16,10,35.43039509,-90.7562375,low
Panel_B,19.13,0.53,228,675.5349267,27.12838863,37.16927571,10.53697709,50.53839221,9,10,35.36869276,-109.5227558,medium
Panel_A,15.21,0.64,277,419.3805401,11.77099049,70.66371979,5.105593492,65.90474099,4,30,43.54190255,-119.3638079,medium
Panel_A,10.82,0.3,300,804.8873586,36.78566477,57.05893036,12.37123162,65.24472672,22,10,47.11278685,-121.7662397,low
Panel_C,12.45,0.63,352,973.5484599,36.95935219,88.42587961,1.408937963,15.57332667,15,10,29.44536527,-120.7689296,low
Panel_B,12.68,0.3,284,769.8960755,29.14973804,16.18484165,12.32317206,2.519613212,4,50,47.98293882,-99.43731549,high
Panel_B,11.94,0.31,339,676.6467124,21.86873886,43.85369544,12.93135364,56.29310582,11,20,40.61024746,-69.15440886,medium
Panel_C,12.52,0.93,288,203.9988133,39.51736823,85.00614034,5.003963498,7.363327475,19,40,32.45526673,-110.9355954,low
Panel_B,17.17,0.66,292,994.3865331,19.33883351,64.73296876,10.96296092,27.47608495,19,50,39.85252841,-88.54921,high
Panel_A,13.56,0.84,215,201.9897392,10.5871299,71.40920868,2.710354823,21.02314906,12,30,36.13108844,-79.15647791,low
Panel_B,10.01,0.29,376,639.0564086,13.94342956,14.68532249,4.354169193,47.46917538,6,10,40.74117647,-85.78083823,medium
Panel_C,16.9,0.62,362,455.1651458,22.52277649,37.92001795,10.36922429,26.41212824,21,50,40.79433059,-86.71525489,medium
Panel_C,19.47,0.27,321,253.4824372,14.13849891,68.61864633,14.89957779,17.09488904,12,30,34.71844267,-84.94194723,low
Panel_A,10.56,0.25,336,247.1096822,39.7795831,29.40014066,6.705693665,78.35474835,0,50,42.90742643,-119.6405381,low
Panel_A,15.91,0.51,357,323.9481543,23.09803123,30.90355422,11.16825714,97.84774322,18,20,30.33409604,-67.05801407,low
Panel_B,10.08,0.69,256,551.2188273,19.09088347,44.77154306,12.21788234,76.14085142,2,40,30.6597626,-87.79686887,medium
Panel_A,18.25,0.95,365,309.044661,32.74584472,21.8627452,4.897540102,94.89989012,5,30,49.89923471,-120.3607114,low
Panel_A,16.97,0.65,295,798.5146978,38.711514,12.69695393,6.800459533,13.52902124,7,50,27.02657444,-107.331502,low
Panel_A,13.15,0.38,244,386.9005577,21.28026618,48.33607702,8.0733256,24.90764432,12,10,36.25360722,-68.35710962,low
Panel_B,12.9,0.54,207,868.2703148,38.52411361,70.05275396,7.484813866,75.23181663,13,50,36.44423659,-115.6686807,low
Panel_B,12.49,1,235,822.2428294,28.37199338,89.80361282,8.687266709,73.80059049,14,40,49.93684597,-77.10348043,medium
Panel_B,16.52,0.72,339,930.3257868,39.20263149,40.35057218,13.09307975,31.17186894,21,30,27.17111087,-84.28120484,low
Panel_B,16.34,0.64,204,360.3202718,16.5494521,70.66296073,1.608481384,8.577390463,17,10,40.37731802,-77.1977698,low
Panel_A,10.45,0.54,287,731.4863278,12.22816401,47.21537239,2.607869995,98.49300845,5,10,32.11338674,-73.85699969,medium
Panel_B,17.85,0.29,379,549.2202471,14.2930305,57.59367649,12.54381184,71.11832185,8,10,37.30009123,-71.98399103,medium
Panel_A,19.01,0.92,347,469.5760799,13.79116679,26.90675286,8.88761626,35.57294201,15,30,34.49888378,-90.70320635,medium
Panel_A,17.74,0.98,267,262.9069832,21.43685247,17.7434507,14.54088365,69.58626702,24,30,40.46502935,-70.14708123,low
Panel_B,14.47,0.77,351,205.4651602,16.72493129,12.85090326,3.818422609,88.21824205,13,10,27.03792406,-99.00806876,low
Panel_A,16.59,0.22,230,572.6132552,11.54152783,65.89882895,10.17692772,57.25096102,15,40,43.75026651,-98.16181324,medium
Panel_B,19.68,0.82,344,739.3374946,24.66486821,80.56870087,10.67482947,6.650859138,22,30,44.1997614,-82.55678239,high
Panel_C,17.21,0.22,257,477.6068874,29.56230962,33.93853044,0.401368249,82.57964641,13,30,35.68542726,-106.2051069,medium
Panel_C,17.05,0.11,260,960.4345422,12.1030586,86.99079373,14.59960319,21.78402248,15,10,25.11255091,-116.8158007,high
Panel_C,10.23,0.46,338,717.5339486,19.71219412,33.05733559,11.24310465,52.55315213,6,10,41.81001848,-65.36176898,medium
Panel_A,15.4,0.36,371,827.7317711,23.98002844,89.21411463,2.672799989,84.0681483,0,50,48.94072468,-82.1913768,medium
Panel_C,18.85,0.9,388,732.7169646,26.39589875,81.90663153,3.071363986,32.08189616,16,10,25.06380321,-87.11027914,medium
Panel_C,16.1,0.27,202,902.9851592,20.22085752,42.99917445,9.120662198,99.38330119,7,20,47.86734812,-81.33588725,medium
Panel_C,10.75,0.93,257,634.5669468,27.46330135,54.39981332,14.38820442,92.03855902,1,50,31.88060999,-104.6564545,medium
Panel_B,10.2,0.66,288,693.4514748,27.86146432,82.83503257,9.328913586,76.91828948,15,10,36.40677043,-117.5236603,medium
Panel_C,17.16,0.58,328,207.4117358,37.1627643,16.80736338,12.38927535,9.243776714,1,10,32.9460814,-88.98824897,low
Panel_C,14.48,0.23,253,461.9787756,29.77888833,78.73231495,7.058200101,39.70194969,4,20,29.28110456,-101.2871668,medium
Panel_B,16.09,0.85,292,646.621464,19.92443408,14.92036428,2.940490758,75.98953042,20,20,40.26277081,-83.40201602,medium
Panel_B,14.4,0.53,238,725.4102166,35.80321738,40.46513669,4.227691626,17.62108658,22,10,43.93716167,-97.95529538,low
Panel_C,19.91,0.8,322,227.1446264,24.44890248,73.20037839,0.332462115,71.14361477,20,10,40.56142909,-78.11751433,low
Panel_C,14.03,0.25,334,316.0028816,25.78096244,67.39888703,4.629775832,51.43477917,2,30,39.97376383,-87.7125201,low
Panel_A,19.64,0.47,274,680.5656224,19.17961864,59.01634197,2.510827628,52.0596801,0,40,31.11635604,-90.47059326,medium
Panel_C,10.34,0.72,259,227.4988792,39.16436327,29.06415499,13.68495318,98.56838866,17,40,35.66238782,-109.8575472,low
Panel_C,12.19,0.65,299,813.9928119,12.67027905,22.54809017,1.539873863,85.96467782,16,10,34.8097001,-94.05440262,medium
Panel_B,17.31,0.18,331,778.0987689,13.19442489,38.24012074,2.352229967,63.05620137,9,40,28.91000297,-92.93695142,medium
Panel_A,14.85,0.55,284,858.320115,13.65232956,20.94306467,10.70630308,31.83324772,12,10,47.5596813,-84.93414208,medium
Panel_C,13.18,0.71,366,978.5715549,10.22007219,29.86746741,6.906747497,57.26739739,3,20,40.04903599,-107.9724169,medium
Panel_A,19.37,0.32,309,834.5671092,39.30615084,85.11320992,3.016488967,91.65696849,12,40,32.01942267,-123.8007082,low
Panel_A,17.45,0.12,279,210.7416942,16.66218108,31.29245972,11.6981162,2.418398549,10,30,27.16099329,-118.9081153,low
Panel_B,10.93,0.38,228,894.7864265,33.87013201,26.02029076,13.551607,41.42340538,23,20,37.66580723,-91.39607119,low
Panel_B,15.53,0.11,223,525.3425879,29.48710793,42.77721211,12.3128287,37.8638672,8,10,36.58293376,-110.1438873,medium
Panel_C,13.1,0.48,369,450.7203875,19.96528653,81.44538283,6.706376642,63.46859019,23,50,30.81940869,-105.328347,medium
Panel_B,19.92,0.85,376,749.3019507,31.22098854,56.90633029,1.460373446,32.66716099,8,40,49.66030813,-67.26805173,low
Panel_A,10.54,0.63,310,681.7365698,16.56736026,57.35629652,12.56706651,81.04978557,21,40,47.15795627,-81.22321659,medium
Panel_A,12.24,0.77,330,667.130262,18.03082991,30.69580602,14.61918208,27.37331566,9,10,49.75271203,-86.1067751,medium
Panel_B,13.34,0.5,200,539.3115349,10.25945791,63.30714783,9.397090946,28.26030071,5,10,38.15679183,-81.78983582,medium
Panel_C,16.76,0.73,298,755.9206844,13.09018791,24.7086618,6.88154415,68.03762566,24,50,47.40304783,-95.82686995,medium
Panel_C,14.96,0.29,348,530.2096964,14.30560267,79.22604761,11.48829421,71.03988276,1,50,48.22230972,-108.503052,medium
Panel_A,16.49,0.46,305,390.382909,37.83114635,49.35334765,1.669255398,61.94349717,23,30,47.19763674,-65.93144349,low
Panel_B,18.97,0.75,261,662.7340808,15.08368372,86.12019638,2.417141324,25.61580142,12,40,45.70137336,-81.1709761,medium
Panel_A,16.85,0.3,268,903.5019531,33.52222915,58.17099872,8.689331378,76.53163874,7,20,31.87651456,-113.3441529,low
Panel_B,16.34,0.45,397,206.9598576,12.46655154,28.85046436,1.307234041,0.135489689,0,20,38.97618877,-92.9902656,low
Panel_C,18.11,0.43,274,417.2386647,38.25940982,71.31888795,2.736438967,29.86038341,1,10,34.89319151,-116.85034,low
Panel_B,16.73,0.36,279,817.7848469,22.32841523,51.06866417,13.86587477,68.25620528,16,50,49.4264017,-123.8766714,medium
Panel_C,19.91,0.37,398,412.9480672,16.97856126,19.40915634,5.008021932,83.8252789,22,30,37.71893271,-101.282436,medium
Panel_B,10.21,0.97,281,640.6957968,26.81757767,71.96790518,5.284330293,45.96658747,20,50,38.0418286,-91.97181176,medium
Panel_B,10.09,0.66,218,577.986851,14.51399831,28.39317257,2.650388043,5.2867596,14,40,43.05593978,-121.6005039,medium
Panel_A,15.14,0.57,372,932.4762316,31.31572681,64.81866416,10.02761499,93.71242356,18,10,42.25555916,-119.4821362,low
Panel_C,17.42,0.27,353,544.0323937,34.64663094,67.38143301,1.804945856,73.99447028,10,10,45.09707734,-109.3286738,low
Panel_B,18.51,0.73,390,539.163525,33.892753,59.46154291,11.97422523,55.1124525,15,30,39.73743396,-88.67779364,low
Panel_A,12.53,0.59,314,962.8407886,21.28423603,32.6930491,14.27440473,23.57456697,20,40,36.30005637,-80.20651352,high
Panel_A,15.55,0.97,293,510.7972142,29.87305754,14.51435257,8.326828829,73.17222464,18,20,34.06304707,-103.7522406,medium
Panel_C,18.26,0.29,368,711.5896496,13.57861787,20.84207592,7.721567844,96.32952441,12,10,34.93052658,-122.7196559,medium
Panel_A,13.42,0.81,332,471.8958885,29.63644513,88.01485433,8.611900627,9.76037632,3,20,25.27496373,-120.8021417,medium
Panel_B,14.96,0.85,238,419.811983,15.81608822,71.58189499,9.3494494,89.57275646,21,40,32.08953887,-122.4144052,medium
Panel_C,19.6,0.35,394,844.2914552,29.42055084,83.46775298,8.487565349,39.64221499,10,40,40.98428614,-90.63617018,medium
Panel_A,12.79,0.16,291,711.7174804,32.00836146,25.96405471,1.150834526,37.20866024,0,30,28.03147844,-93.3220064,low
Panel_A,15.09,0.17,271,257.2201893,39.22935729,68.18733263,6.096993874,8.813599256,11,50,35.7800128,-112.8938345,low
Panel_B,17.74,0.2,228,867.402066,16.96172515,36.92955342,14.22322356,14.52808991,15,20,37.22803386,-93.18032509,high
Panel_B,18.33,0.48,382,834.8593885,20.80347373,83.38504476,4.432898354,43.72837665,7,10,48.05070394,-111.2281713,medium
Panel_C,13.54,0.74,244,597.6644147,27.0228118,18.83100762,10.12451421,85.46492931,21,10,38.14199955,-89.87881153,medium
Panel_A,17.29,0.61,302,549.7988698,39.69480961,74.50440972,14.39096036,67.97068549,12,30,49.92897917,-69.46329993,low
Panel_B,19.11,0.31,230,519.2645163,36.12815523,51.20159894,13.22041764,1.623523236,7,30,46.88187771,-100.6823436,low
Panel_C,19.73,0.57,392,933.5988262,17.37420574,30.85387874,12.59158937,5.404325649,10,50,30.19799565,-81.28841106,high
Panel_B,18.84,0.71,270,642.728318,24.90732521,16.34270854,10.73342105,57.72545273,22,10,48.11426453,-72.33638661,medium
Panel_A,19.4,0.78,237,869.4255214,39.62212342,75.12496067,6.446438522,66.44603373,24,20,42.3317126,-87.03787857,low
Panel_C,16.91,0.5,350,694.0021324,20.32337716,17.83614477,6.55571469,71.95268381,24,20,43.34131099,-83.46537521,medium
Panel_A,19.98,0.43,382,558.566502,22.34410886,23.70473893,12.80432585,42.3284048,13,40,30.47176496,-96.68979447,medium
Panel_B,10.88,0.7,379,769.1371621,19.72249629,84.98577294,13.33513915,22.91590374,4,50,33.70896302,-84.19671247,high
Panel_B,16.27,0.93,310,340.76214,17.07516565,70.14308921,1.028613426,70.72242343,8,10,32.17909272,-76.96653195,low
Panel_C,17.44,0.28,227,759.8837328,20.35707973,61.27751931,11.3255025,98.96980534,14,50,28.69840896,-94.48593707,medium
Panel_C,19.93,0.32,211,453.0267747,18.29073724,54.41095945,9.246047317,11.57015292,4,30,25.51165384,-114.2722526,medium
Panel_C,18.82,0.68,258,895.7497498,12.97218473,80.05969621,11.88746851,61.52502584,24,40,25.4896127,-74.98984339,medium
Panel_C,12.72,0.79,375,469.6209595,27.02480783,69.31146461,13.63711863,93.47297782,15,30,49.81641535,-113.6459136,medium
Panel_C,16.08,0.5,240,685.0639124,26.62994709,30.1738141,11.94372473,72.21907303,6,40,48.41196283,-82.69167301,medium
Panel_B,15.7,0.49,203,633.8104515,29.66370288,63.49659606,4.550873767,73.40381868,2,50,33.0332019,-100.8281324,medium
Panel_B,13.04,0.48,366,940.862082,32.57114017,36.33743248,9.346579978,95.21702489,11,40,38.28140999,-94.24538181,low
Panel_C,13.78,0.45,208,443.2104864,19.42094153,39.61949741,1.26873143,81.62293135,17,50,44.54919749,-67.44284939,medium
Panel_A,14.08,0.76,372,619.9643161,18.48598965,35.20506853,4.915664484,29.89280025,8,20,35.85246475,-77.3902236,medium
Panel_B,17.84,0.99,287,765.4252883,23.53391004,27.79017591,3.206645769,54.30639292,9,20,41.2591629,-83.7712779,medium
Panel_B,12.87,0.27,241,265.1412358,36.8737142,73.83826542,12.76852246,30.71317356,4,10,33.40195089,-122.2645782,low
Panel_A,17.21,0.95,348,557.0062793,21.31022691,21.29119124,6.406792017,9.198453285,15,10,35.35273823,-81.65115992,medium
Panel_C,19.21,0.93,352,733.5107249,27.88840632,40.76374146,13.14320417,15.50339392,3,10,48.62789391,-109.4732366,high
Panel_A,19.27,0.82,239,492.3474782,31.07174934,75.55177115,0.870976513,34.93935505,11,10,31.78526321,-119.9226149,low
Panel_B,16.13,0.49,324,522.378511,34.64508914,21.4840428,8.550399208,82.6546554,11,20,25.35526179,-106.3127818,low
Panel_A,13.08,0.92,365,313.9755331,35.36315938,40.18199598,14.48574258,18.02895501,8,40,31.79527533,-100.0680873,low
Panel_B,17.87,0.98,302,583.0398149,23.51935798,63.79185589,11.72107667,95.36053307,13,30,47.81767466,-121.1307928,medium
Panel_C,17.98,0.25,394,697.9444682,19.98495761,21.27491454,13.58995423,3.164822735,23,40,45.46185544,-69.58385913,medium
Panel_C,10.77,0.73,397,658.2713465,26.07896341,30.58478807,13.85856254,89.33262082,12,40,33.51534167,-88.37694755,medium
Panel_C,10.98,0.84,251,539.9940686,12.49253015,51.7901543,10.66306826,41.62069194,3,20,32.26092747,-75.2639622,medium
Panel_A,14.74,0.36,354,607.0462137,24.56895658,34.7134492,8.78095233,12.83602602,23,50,48.713635,-99.85246162,medium
Panel_B,16.39,0.29,324,355.1119919,21.61598114,47.1880025,8.815899259,63.57541123,20,20,49.00358787,-74.17806994,low
Panel_A,14.43,0.61,324,230.7157613,17.87384066,22.73325859,3.547083586,14.45722022,24,20,48.39245903,-113.5564245,low
Panel_B,16.22,0.82,288,338.1660288,19.70677672,66.58966346,8.570039653,31.28320362,20,50,37.26911716,-74.52418976,low
Panel_B,11.77,0.97,256,679.5068422,38.34007908,72.05513978,12.9908556,38.10137733,17,10,28.89032311,-104.9853378,low
Panel_A,19.17,0.66,292,211.4864867,12.72285179,39.98755408,1.348383046,21.06076561,2,50,49.56766536,-99.95291566,low
Panel_A,18.51,0.62,274,220.3470669,29.29095614,15.78123658,6.281462615,48.95570235,18,20,34.70251933,-72.10927259,low
Panel_C,18.48,0.82,248,853.2037831,32.52506989,27.29821818,13.77877977,22.3636592,8,20,44.22122675,-122.1725093,high
Panel_A,15.35,0.48,213,205.8179308,25.75032425,85.21410366,5.17783505,60.34730728,13,30,25.75535762,-119.0317144,low
Panel_A,17.57,0.28,230,600.8857585,11.16858571,82.42914519,5.94478081,49.14376219,8,30,31.36520324,-88.66822054,medium
Panel_B,13.2,0.74,356,830.8835239,10.62109396,82.86695711,9.150675663,13.6124585,19,20,37.2605861,-107.2383004,high
Panel_A,10.89,0.26,257,244.6653133,18.8011714,25.42465647,5.507662188,94.83600273,21,10,44.41080659,-65.51409834,low
Panel_B,18.19,0.85,217,741.6360134,23.53080213,50.31633041,2.243162314,68.69438307,21,50,46.45385135,-72.79008762,medium
Panel_C,12.08,0.68,385,407.2344829,13.13108091,61.77096241,10.92516288,29.06752074,11,30,27.13229737,-115.0099228,medium
Panel_C,19.35,0.75,224,583.0117402,37.72803503,48.3853179,7.318780184,41.52717968,19,40,35.1638196,-124.2545661,low
Panel_B,12.36,0.9,214,541.7155172,17.60392186,47.67295931,3.626637289,97.86769638,0,10,26.8444979,-89.59336546,medium
Panel_B,16.27,0.63,260,217.0971753,14.276742,12.21186047,2.636536451,3.958101038,19,30,44.49676147,-99.75549604,low
